key,grade,readers,outcome,verdict,carried_by_its_pipeline,gradeable,note
train_dr_zju_39,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.713513,
train_dr_zju_4,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.664080,
train_dr_zju_40,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.679165,
train_dr_zju_41,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.680676,
train_dr_zju_42,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.719936,
train_dr_zju_43,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.741735,
train_dr_zju_44,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,,false,0.064915,
train_dr_zju_45,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.792722,
train_dr_zju_46,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.867788,
train_dr_zju_48,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.507842,
train_dr_zju_49,good,annotator1=good;annotator2=good;annotator3=good,graded,,false,0.346064,
train_dr_zju_5,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,,false,0.107899,
train_dr_zju_50,good,annotator1=good;annotator2=good;annotator3=good,graded,,false,0.405794,
train_dr_zju_51,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,,false,0.114763,
train_dr_zju_52,good,annotator1=good;annotator2=good;annotator3=good,graded,,false,0.231721,
train_dr_zju_53,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,,false,0.024509,
train_dr_zju_54,good,annotator1=good;annotator2=good;annotator3=good,graded,,false,0.309181,
train_dr_zju_56,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,,false,0.024421,
train_dr_zju_58,good,annotator1=good;annotator2=good;annotator3=good,graded,,false,0.327629,
train_dr_zju_59,good,annotator1=good;annotator2=good;annotator3=good,graded,,false,0.337501,
train_dr_zju_6,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.747302,
train_dr_zju_60,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.668547,
train_dr_zju_61,good,annotator1=good;annotator2=good;annotator3=good,graded,,false,0.440086,
train_dr_zju_62,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.789579,
train_dr_zju_63,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.557065,
train_dr_zju_64,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,,false,0.079816,
train_dr_zju_65,good,annotator1=good;annotator2=good;annotator3=good,graded,,false,0.190083,
train_dr_zju_66,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.602028,
train_dr_zju_67,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.599286,
train_dr_zju_68,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.552896,
train_dr_zju_69,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,,false,0.222068,
train_dr_zju_7,good,annotator1=good;annotator2=good;annotator3=good,graded,,false,0.257815,
train_dr_zju_71,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.678822,
train_dr_zju_72,good,annotator1=good;annotator2=good;annotator3=good,graded,,false,0.419560,
train_dr_zju_73,good,annotator1=good;annotator2=good;annotator3=good,graded,,false,0.275615,
train_dr_zju_74,good,annotator1=good;annotator2=good;annotator3=good,graded,,false,0.299616,
train_dr_zju_75,good,annotator1=good;annotator2=good;annotator3=good,graded,,false,0.456057,
train_dr_zju_76,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,,false,0.220403,
train_dr_zju_77,good,annotator1=good;annotator2=good;annotator3=good,graded,,false,0.150644,
train_dr_zju_78,good,annotator1=good;annotator2=good;annotator3=good,graded,,false,0.300930,
train_dr_zju_8,good,annotator1=good;annotator2=good;annotator3=good,graded,,false,0.378292,
train_dr_zju_80,good,annotator1=good;annotator2=good;annotator3=good,graded,,false,0.407428,
train_dr_zju_81,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.679218,
train_dr_zju_83,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,,false,0.105490,
train_dr_zju_84,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,,false,0.058719,
train_dr_zju_85,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,,false,0.065630,
train_dr_zju_86,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,,false,0.018150,
train_dr_zju_87,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,,false,0.045336,
train_dr_zju_88,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.781730,
train_dr_zju_90,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.566737,
train_dr_zju_91,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.510555,
train_dr_zju_92,good,annotator1=good;annotator2=good;annotator3=good,graded,,false,0.487899,
train_dr_zju_93,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.602390,
train_dr_zju_94,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.575339,
train_dr_zju_95,good,annotator1=good;annotator2=good;annotator3=good,graded,,false,0.470078,
train_dr_zju_96,good,annotator1=good;annotator2=good;annotator3=good,graded,,false,0.437903,
train_dr_zju_97,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.534484,
train_dr_zju_98,good,annotator1=good;annotator2=good;annotator3=good,graded,,false,0.174528,
train_dr_zju_99,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.714797,
train_glaucoma_1,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.066160,
train_glaucoma_10,good,annotator1=bad;annotator2=good;annotator3=good;consensus=good,graded,,false,0.251473,
train_glaucoma_11,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.012071,
train_glaucoma_12,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.007328,
train_glaucoma_13,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.097460,
train_glaucoma_14,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.060747,
train_glaucoma_15,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.077190,
train_glaucoma_16,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.012700,
train_glaucoma_17,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.012206,
train_glaucoma_18,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.012579,
train_glaucoma_19,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.008321,
train_glaucoma_2,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.013987,
train_glaucoma_20,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.013283,
train_glaucoma_21,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.012558,
train_glaucoma_22,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.026250,
train_glaucoma_23,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.012132,
train_glaucoma_24,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.012485,
train_glaucoma_25,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.060573,
train_glaucoma_26,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.176486,
train_glaucoma_27,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.028503,
train_glaucoma_28,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.010103,
train_glaucoma_29,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.010858,
train_glaucoma_3,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.006214,
train_glaucoma_30,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.039905,
train_glaucoma_31,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.036234,
train_glaucoma_32,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.013631,
train_glaucoma_33,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.008584,
train_glaucoma_34,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.007770,
train_glaucoma_35,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.026870,
train_glaucoma_36,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.022960,
train_glaucoma_37,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.070847,
train_glaucoma_38,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.007971,
train_glaucoma_39,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.005236,
train_glaucoma_4,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.013450,
train_glaucoma_40,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.007195,
train_glaucoma_41,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.073722,
train_glaucoma_5,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.037279,
train_glaucoma_6,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.009790,
train_glaucoma_7,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.018531,
train_glaucoma_8,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,false,0.010159,
train_glaucoma_9,good,annotator1=bad;annotator2=bad;annotator3=good;consensus=good,graded,,false,0.177250,
train_healthy_1,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,true,0.663513,
train_healthy_10,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,true,0.708169,
train_healthy_11,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,true,0.772162,
train_healthy_12,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,false,0.277006,
train_healthy_13,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,false,0.265693,
train_healthy_14,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,true,0.650237,
train_healthy_15,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,true,0.513495,
train_healthy_16,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,true,0.630637,
train_healthy_17,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,true,0.820006,
train_healthy_18,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,true,0.676889,
train_healthy_19,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,true,0.645635,
train_healthy_2,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,true,0.627131,
train_healthy_20,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,true,0.510660,
train_healthy_21,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,true,0.774506,
train_healthy_3,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,true,0.602303,
train_healthy_4,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,false,0.483997,
train_healthy_5,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,false,0.371856,
train_healthy_6,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,false,0.299618,
train_healthy_7,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,true,0.676099,
train_healthy_8,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,false,0.297183,
train_healthy_9,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,false,0.294271,
