key,grade,readers,outcome,verdict,carried_by_its_pipeline,gradeable,bad,good,usable,note
ret069_od,good,,graded,bad,false,0.279788,0.720212,0.040585,0.239203,
ret069_os,good,,graded,bad,false,0.349969,0.650031,0.038696,0.311273,
ret072_od,good,,graded,good,true,0.721413,0.278587,0.429754,0.291659,
ret072_os,good,,graded,good,true,0.752667,0.247333,0.484424,0.268243,
ret073_od,good,,graded,bad,false,0.156070,0.843930,0.036154,0.119917,
ret073_os,good,,graded,bad,false,0.120708,0.879292,0.020167,0.100541,
ret074_od,good,,graded,bad,false,0.458397,0.541603,0.036765,0.421632,
ret074_os,good,,graded,usable,true,0.822619,0.177381,0.345595,0.477024,
ret077_od,good,,graded,bad,false,0.069109,0.930891,0.003081,0.066028,
ret077_os,good,,graded,bad,false,0.536547,0.463453,0.120773,0.415774,
ret079_od,good,,graded,bad,false,0.171597,0.828403,0.046956,0.124641,
ret079_os,good,,graded,bad,false,0.003880,0.996120,0.000051,0.003829,
ret081_od,good,,graded,good,true,0.888785,0.111215,0.488360,0.400426,
ret081_os,good,,graded,good,true,0.850954,0.149046,0.518337,0.332617,
ret084_od,good,,graded,bad,false,0.004227,0.995773,0.000034,0.004194,
ret084_os,good,,graded,bad,false,0.030969,0.969031,0.000488,0.030481,
ret087_od,good,,graded,bad,false,0.033448,0.966552,0.000835,0.032613,
ret087_os,good,,graded,bad,false,0.003506,0.996494,0.000033,0.003473,
ret088_od,good,,graded,bad,false,0.054261,0.945739,0.000609,0.053651,
ret088_os,good,,graded,bad,false,0.203786,0.796214,0.018165,0.185621,
ret089_od,good,,graded,bad,false,0.177188,0.822812,0.023445,0.153743,
ret089_os,good,,graded,usable,false,0.651268,0.348732,0.108480,0.542787,
ret090_od,good,,graded,bad,false,0.108475,0.891525,0.001915,0.106560,
ret090_os,good,,graded,bad,false,0.053214,0.946786,0.001545,0.051668,
ret091_od,good,,graded,bad,false,0.131198,0.868802,0.009856,0.121342,
ret091_os,good,,graded,bad,false,0.224577,0.775423,0.043395,0.181182,
ret092_od,good,,graded,bad,false,0.192187,0.807813,0.012203,0.179984,
ret092_os,good,,graded,bad,false,0.163700,0.836300,0.023271,0.140429,
ret093_od,good,,graded,bad,false,0.002803,0.997197,0.000018,0.002785,
ret093_os,good,,graded,bad,false,0.005451,0.994549,0.000058,0.005393,
ret096_od,good,,graded,bad,false,0.191302,0.808698,0.024839,0.166463,
ret096_os,good,,graded,bad,false,0.101981,0.898019,0.005720,0.096261,
ret098_od,good,,graded,bad,false,0.019361,0.980639,0.000296,0.019065,
ret098_os,good,,graded,bad,false,0.007386,0.992614,0.000057,0.007329,
ret101_od,good,,graded,usable,false,0.612841,0.387159,0.172104,0.440737,
ret101_os,good,,graded,good,true,0.893580,0.106420,0.548410,0.345170,
ret102_od,good,,graded,bad,false,0.079263,0.920737,0.003845,0.075418,
ret102_os,good,,graded,bad,false,0.052649,0.947351,0.000784,0.051865,
ret104_od,good,,graded,usable,false,0.626966,0.373034,0.140966,0.486000,
ret104_os,good,,graded,usable,true,0.895918,0.104082,0.366954,0.528965,
ret105_od,good,,graded,bad,false,0.065470,0.934530,0.005335,0.060136,
ret105_os,good,,graded,bad,false,0.009168,0.990832,0.000080,0.009088,
ret106_od,good,,graded,usable,false,0.683293,0.316707,0.106108,0.577185,
ret106_os,good,,graded,bad,false,0.530034,0.469966,0.066303,0.463731,
ret107_od,good,,graded,bad,false,0.381448,0.618552,0.075016,0.306431,
ret107_os,good,,graded,bad,false,0.002669,0.997331,0.000014,0.002654,
ret108_od,good,,graded,bad,false,0.005353,0.994647,0.000030,0.005324,
ret108_os,good,,graded,bad,false,0.090599,0.909401,0.004002,0.086597,
ret112_od,good,,graded,usable,false,0.533882,0.466118,0.046023,0.487859,
ret112_os,good,,graded,bad,false,0.464985,0.535015,0.064876,0.400109,
ret113_od,good,,graded,usable,true,0.913694,0.086306,0.403128,0.510566,
ret113_os,good,,graded,usable,false,0.573812,0.426188,0.133989,0.439824,
ret114_od,good,,graded,bad,false,0.005244,0.994756,0.000072,0.005172,
ret114_os,good,,graded,bad,false,0.392139,0.607861,0.039585,0.352554,
ret116_od,good,,graded,bad,false,0.280273,0.719727,0.067725,0.212548,
ret116_os,good,,graded,bad,false,0.079185,0.920815,0.004814,0.074371,
ret119_od,good,,graded,bad,false,0.011074,0.988926,0.000127,0.010946,
ret119_os,good,,graded,bad,false,0.046874,0.953126,0.001751,0.045123,
ret120_od,good,,graded,bad,false,0.539876,0.460124,0.228688,0.311188,
ret120_os,good,,graded,bad,false,0.542085,0.457915,0.247848,0.294237,
ret121_od,good,,graded,bad,false,0.021973,0.978027,0.000884,0.021090,
ret121_os,good,,graded,bad,false,0.003378,0.996622,0.000024,0.003354,
ret122_od,good,,graded,good,true,0.797819,0.202181,0.441787,0.356032,
ret122_os,good,,graded,bad,false,0.407867,0.592133,0.092501,0.315366,
ret123_od,good,,graded,bad,false,0.003553,0.996447,0.000024,0.003529,
ret123_os,good,,graded,bad,false,0.003023,0.996977,0.000019,0.003003,
ret124_od,good,,graded,bad,false,0.004424,0.995576,0.000035,0.004389,
ret124_os,good,,graded,bad,false,0.003816,0.996184,0.000033,0.003783,
ret125_od,good,,graded,bad,false,0.007001,0.992999,0.000048,0.006953,
ret125_os,good,,graded,good,true,0.899865,0.100135,0.532863,0.367002,
ret126_od,good,,graded,bad,false,0.438154,0.561846,0.144803,0.293352,
ret126_os,good,,graded,bad,false,0.390576,0.609424,0.121424,0.269152,
ret127_od,good,,graded,good,true,0.769949,0.230051,0.405815,0.364133,
ret127_os,good,,graded,bad,false,0.608052,0.391948,0.311170,0.296882,
ret128_od,good,,graded,bad,false,0.007904,0.992096,0.000070,0.007834,
ret128_os,good,,graded,bad,false,0.005937,0.994063,0.000042,0.005895,
ret129_od,good,,graded,good,true,0.916662,0.083338,0.489524,0.427138,
ret129_os,good,,graded,usable,true,0.886605,0.113395,0.396541,0.490064,
ret130_od,good,,graded,good,true,0.900081,0.099919,0.468238,0.431843,
ret130_os,good,,graded,good,true,0.933686,0.066314,0.512224,0.421462,
ret131_od,good,,graded,bad,false,0.046205,0.953795,0.000839,0.045366,
ret131_os,good,,graded,bad,false,0.068497,0.931503,0.004427,0.064070,
ret132_od,good,,graded,good,true,0.877510,0.122490,0.527834,0.349676,
ret132_os,good,,graded,good,true,0.904601,0.095399,0.545110,0.359491,
ret133_od,good,,graded,bad,false,0.050296,0.949704,0.000961,0.049335,
ret133_os,good,,graded,bad,false,0.039054,0.960946,0.000694,0.038360,
ret134_od,good,,graded,bad,false,0.251720,0.748280,0.060830,0.190889,
ret134_os,good,,graded,bad,false,0.276784,0.723216,0.077487,0.199297,
ret135_od,good,,graded,bad,false,0.014686,0.985314,0.000085,0.014601,
ret135_os,good,,graded,bad,false,0.028697,0.971303,0.000614,0.028083,
ret136_od,good,,graded,bad,false,0.537945,0.462055,0.140180,0.397765,
ret136_os,good,,graded,bad,false,0.196303,0.803697,0.024763,0.171540,
ret137_od,good,,graded,bad,false,0.003309,0.996691,0.000021,0.003288,
ret137_os,good,,graded,bad,false,0.003310,0.996690,0.000021,0.003288,
ret138_od,good,,graded,good,true,0.867571,0.132429,0.513696,0.353875,
ret138_os,good,,graded,usable,false,0.724211,0.275789,0.350712,0.373499,
ret139_od,good,,graded,bad,false,0.179174,0.820826,0.019493,0.159681,
ret139_os,good,,graded,bad,false,0.069353,0.930647,0.002665,0.066688,
ret140_od,good,,graded,bad,false,0.556535,0.443465,0.139442,0.417093,
ret140_os,good,,graded,usable,false,0.627405,0.372595,0.232489,0.394915,
ret141_od,good,,graded,bad,false,0.002333,0.997667,0.000013,0.002320,
ret141_os,good,,graded,bad,false,0.003180,0.996821,0.000016,0.003163,
ret142_od,good,,graded,bad,false,0.011885,0.988115,0.000233,0.011652,
ret142_os,good,,graded,bad,false,0.214964,0.785036,0.026787,0.188176,
ret143_od,good,,graded,bad,false,0.131900,0.868100,0.021385,0.110515,
ret143_os,good,,graded,bad,false,0.190772,0.809228,0.059734,0.131038,
ret144_od,good,,graded,bad,false,0.008399,0.991601,0.000070,0.008328,
ret144_os,good,,graded,bad,false,0.008792,0.991208,0.000079,0.008713,
ret146_od,good,,graded,bad,false,0.045480,0.954520,0.001834,0.043646,
ret146_os,good,,graded,bad,false,0.008977,0.991023,0.000086,0.008892,
ret147_od,good,,graded,bad,false,0.114621,0.885379,0.016728,0.097893,
ret147_os,good,,graded,bad,false,0.223920,0.776080,0.053153,0.170767,
ret149_od,good,,graded,bad,false,0.109366,0.890634,0.004987,0.104379,
ret149_os,good,,graded,bad,false,0.284527,0.715473,0.071273,0.213254,
ret150_od,good,,graded,bad,false,0.215739,0.784261,0.020135,0.195604,
ret150_os,good,,graded,bad,false,0.003619,0.996381,0.000021,0.003598,
ret151_od,good,,graded,usable,true,0.784900,0.215100,0.211746,0.573154,
ret151_os,good,,graded,bad,false,0.271415,0.728585,0.024871,0.246544,
ret152_od,good,,graded,usable,false,0.732673,0.267327,0.251882,0.480791,
ret152_os,good,,graded,bad,false,0.479063,0.520937,0.145622,0.333442,
ret153_od,good,,graded,usable,false,0.722519,0.277481,0.142057,0.580462,
ret153_os,good,,graded,bad,false,0.473508,0.526492,0.063254,0.410254,
ret154_od,good,,graded,bad,false,0.157858,0.842142,0.026534,0.131324,
ret154_os,good,,graded,bad,false,0.166660,0.833340,0.027610,0.139050,
ret155_od,good,,graded,good,true,0.880147,0.119854,0.553308,0.326838,
ret155_os,good,,graded,good,true,0.887609,0.112391,0.489727,0.397883,
ret156_od,good,,graded,usable,true,0.768725,0.231275,0.181918,0.586807,
ret156_os,good,,graded,bad,false,0.511013,0.488987,0.084614,0.426399,
ret157_od,good,,graded,bad,false,0.006477,0.993523,0.000050,0.006426,
ret157_os,good,,graded,bad,false,0.005051,0.994949,0.000033,0.005018,
ret158_od,good,,graded,bad,false,0.552181,0.447819,0.132009,0.420172,
ret158_os,good,,graded,usable,false,0.662421,0.337579,0.209732,0.452689,
ret159_od,good,,graded,bad,false,0.315486,0.684514,0.104368,0.211118,
ret159_os,good,,graded,bad,false,0.289995,0.710005,0.084790,0.205205,
ret160_od,good,,graded,bad,false,0.027484,0.972516,0.000744,0.026740,
ret160_os,good,,graded,bad,false,0.036026,0.963974,0.001326,0.034700,
ret162_od,good,,graded,bad,false,0.151300,0.848700,0.022994,0.128305,
ret162_os,good,,graded,bad,false,0.040002,0.959998,0.001889,0.038113,
ret163_od,good,,graded,bad,false,0.398309,0.601691,0.091130,0.307179,
ret163_os,good,,graded,good,true,0.900905,0.099095,0.518339,0.382566,
ret164_od,good,,graded,bad,false,0.221243,0.778757,0.046463,0.174780,
ret164_os,good,,graded,bad,false,0.636838,0.363162,0.326724,0.310113,
ret165_od,good,,graded,bad,false,0.220513,0.779487,0.016866,0.203647,
ret165_os,good,,graded,bad,false,0.080191,0.919809,0.005577,0.074615,
ret166_od,good,,graded,bad,false,0.485741,0.514259,0.073095,0.412645,
ret166_os,good,,graded,bad,false,0.289130,0.710870,0.032256,0.256874,
ret168_od,good,,graded,bad,false,0.027537,0.972463,0.000530,0.027007,
ret168_os,good,,graded,bad,false,0.005614,0.994386,0.000037,0.005577,
ret169_od,good,,graded,bad,false,0.266983,0.733017,0.088950,0.178034,
ret169_os,good,,graded,usable,false,0.697360,0.302640,0.265724,0.431637,
ret170_od,good,,graded,bad,false,0.034166,0.965834,0.000303,0.033864,
ret170_os,good,,graded,bad,false,0.121936,0.878064,0.007096,0.114840,
ret171_od,good,,graded,bad,false,0.096344,0.903656,0.010312,0.086032,
ret171_os,good,,graded,bad,false,0.010678,0.989322,0.000156,0.010523,
ret172_od,good,,graded,bad,false,0.217719,0.782281,0.042564,0.175155,
ret172_os,good,,graded,bad,false,0.138629,0.861371,0.019825,0.118803,
ret174_od,good,,graded,good,true,0.712610,0.287390,0.438427,0.274183,
ret174_os,good,,graded,bad,false,0.623205,0.376795,0.269299,0.353907,
ret175_od,good,,graded,bad,false,0.002975,0.997025,0.000020,0.002956,
ret175_os,good,,graded,bad,false,0.002483,0.997517,0.000015,0.002468,
ret176_od,good,,graded,usable,true,0.792227,0.207773,0.206212,0.586015,
ret176_os,good,,graded,usable,false,0.743968,0.256032,0.228718,0.515250,
ret177_od,good,,graded,bad,false,0.319316,0.680684,0.086358,0.232958,
ret177_os,good,,graded,bad,false,0.341028,0.658972,0.102904,0.238124,
ret178_od,good,,graded,bad,false,0.398057,0.601943,0.082497,0.315560,
ret178_os,good,,graded,bad,false,0.515277,0.484723,0.132897,0.382380,
ret179_od,good,,graded,good,true,0.809516,0.190484,0.417656,0.391860,
ret179_os,good,,graded,good,true,0.749926,0.250074,0.418662,0.331264,
ret180_od,good,,graded,good,true,0.915700,0.084300,0.544558,0.371142,
ret180_os,good,,graded,good,true,0.898402,0.101598,0.459027,0.439375,
ret181_od,good,,graded,good,true,0.891638,0.108363,0.501065,0.390573,
ret181_os,good,,graded,good,true,0.839832,0.160168,0.472615,0.367217,
ret182_od,good,,graded,good,true,0.810211,0.189789,0.408271,0.401940,
ret182_os,good,,graded,usable,true,0.837532,0.162468,0.394421,0.443112,
ret183_od,good,,graded,good,true,0.898320,0.101680,0.519030,0.379290,
ret183_os,good,,graded,good,true,0.929692,0.070308,0.566418,0.363275,
ret184_od,good,,graded,bad,false,0.411719,0.588281,0.077478,0.334241,
ret184_os,good,,graded,bad,false,0.161093,0.838907,0.012662,0.148431,
ret186_od,good,,graded,bad,false,0.251588,0.748412,0.055612,0.195976,
ret186_os,good,,graded,bad,false,0.282178,0.717822,0.057421,0.224757,
ret187_od,good,,graded,bad,false,0.132692,0.867307,0.020246,0.112447,
ret187_os,good,,graded,bad,false,0.193362,0.806638,0.062071,0.131291,
ret188_od,good,,graded,good,true,0.892796,0.107204,0.493028,0.399768,
ret188_os,good,,graded,usable,false,0.703264,0.296736,0.338826,0.364438,
ret189_od,good,,graded,usable,false,0.683124,0.316876,0.234875,0.448249,
ret189_os,good,,graded,good,true,0.779034,0.220966,0.448073,0.330961,
ret190_od,good,,graded,good,true,0.839701,0.160299,0.557874,0.281827,
ret190_os,good,,graded,usable,true,0.786406,0.213594,0.338472,0.447934,
ret191_od,good,,graded,bad,false,0.526760,0.473240,0.161167,0.365593,
ret191_os,good,,graded,bad,false,0.159446,0.840554,0.044034,0.115412,
ret192_od,good,,graded,usable,true,0.803800,0.196200,0.246635,0.557165,
ret192_os,good,,graded,good,true,0.885905,0.114095,0.524611,0.361294,
ret193_od,good,,graded,bad,false,0.099461,0.900539,0.002465,0.096996,
ret193_os,good,,graded,bad,false,0.057154,0.942846,0.002876,0.054278,
ret194_od,good,,graded,usable,false,0.717323,0.282677,0.274489,0.442835,
ret194_os,good,,graded,usable,true,0.778435,0.221565,0.215483,0.562952,
ret195_od,good,,graded,bad,false,0.105721,0.894279,0.030873,0.074849,
ret195_os,good,,graded,bad,false,0.057931,0.942069,0.012057,0.045875,
ret196_od,good,,graded,usable,true,0.779701,0.220299,0.337994,0.441707,
ret196_os,good,,graded,usable,true,0.793015,0.206985,0.365435,0.427580,
ret197_od,good,,graded,good,true,0.876576,0.123424,0.513822,0.362754,
ret197_os,good,,graded,bad,false,0.020253,0.979747,0.000528,0.019725,
ret198_od,good,,graded,bad,false,0.448599,0.551401,0.107285,0.341313,
ret198_os,good,,graded,bad,false,0.529401,0.470599,0.158081,0.371320,
ret199_od,good,,graded,bad,false,0.484215,0.515785,0.102459,0.381757,
ret199_os,good,,graded,good,true,0.891341,0.108659,0.496286,0.395055,
ret200_od,good,,graded,bad,false,0.472002,0.527998,0.086879,0.385123,
ret200_os,good,,graded,usable,true,0.768517,0.231483,0.334914,0.433603,
ret201_od,good,,graded,good,true,0.925530,0.074470,0.535837,0.389693,
ret201_os,good,,graded,good,true,0.788527,0.211473,0.412332,0.376195,
ret202_od,good,,graded,bad,false,0.223995,0.776005,0.018000,0.205995,
ret202_os,good,,graded,bad,false,0.220656,0.779344,0.022044,0.198612,
ret203_od,good,,graded,bad,false,0.409266,0.590734,0.072896,0.336369,
ret203_os,good,,graded,usable,false,0.598761,0.401239,0.107170,0.491591,
ret204_od,good,,graded,bad,false,0.474826,0.525174,0.097519,0.377306,
ret204_os,good,,graded,bad,false,0.400005,0.599995,0.077214,0.322790,
ret205_od,good,,graded,bad,false,0.188937,0.811063,0.007728,0.181208,
ret205_os,good,,graded,usable,false,0.738851,0.261149,0.169365,0.569486,
ret206_od,good,,graded,bad,false,0.060649,0.939351,0.007563,0.053086,
ret206_os,good,,graded,bad,false,0.008068,0.991932,0.000134,0.007934,
ret207_od,good,,graded,good,true,0.858752,0.141248,0.433886,0.424866,
ret207_os,good,,graded,bad,false,0.528480,0.471520,0.167547,0.360933,
ret208_od,good,,graded,usable,true,0.825455,0.174545,0.331246,0.494209,
ret208_os,good,,graded,usable,true,0.894312,0.105688,0.419364,0.474948,
ret209_od,good,,graded,bad,false,0.205045,0.794955,0.052098,0.152947,
ret209_os,good,,graded,bad,false,0.390387,0.609613,0.140627,0.249760,
ret210_od,good,,graded,usable,false,0.711884,0.288116,0.220900,0.490984,
ret210_os,good,,graded,usable,false,0.680074,0.319927,0.237709,0.442364,
ret211_od,good,,graded,bad,false,0.435862,0.564138,0.167979,0.267883,
ret211_os,good,,graded,good,true,0.950265,0.049735,0.721681,0.228583,
ret212_od,good,,graded,bad,false,0.032177,0.967823,0.001221,0.030956,
ret212_os,good,,graded,bad,false,0.007861,0.992139,0.000073,0.007787,
ret213_od,good,,graded,bad,false,0.080149,0.919851,0.010086,0.070064,
ret213_os,good,,graded,bad,false,0.037348,0.962651,0.003885,0.033464,
ret214_od,good,,graded,bad,false,0.048269,0.951731,0.003663,0.044606,
ret214_os,good,,graded,bad,false,0.009344,0.990656,0.000138,0.009205,
ret215_od,good,,graded,usable,true,0.911595,0.088405,0.423106,0.488489,
ret215_os,good,,graded,good,true,0.926043,0.073957,0.492483,0.433560,
ret216_od,good,,graded,good,true,0.826166,0.173834,0.492550,0.333616,
ret216_os,good,,graded,bad,false,0.296589,0.703411,0.080641,0.215948,
ret217_od,good,,graded,bad,false,0.003253,0.996747,0.000017,0.003236,
ret217_os,good,,graded,bad,false,0.029831,0.970169,0.000910,0.028921,
ret218_od,good,,graded,usable,false,0.675351,0.324649,0.259586,0.415765,
ret218_os,good,,graded,good,true,0.929050,0.070950,0.556997,0.372053,
ret219_od,good,,graded,usable,false,0.734710,0.265290,0.357906,0.376804,
ret219_os,good,,graded,good,true,0.873121,0.126879,0.609907,0.263214,
ret220_od,good,,graded,bad,false,0.025759,0.974241,0.000285,0.025474,
ret220_os,good,,graded,bad,false,0.325420,0.674580,0.078479,0.246940,
ret221_od,good,,graded,good,true,0.756188,0.243812,0.407906,0.348282,
ret221_os,good,,graded,good,true,0.802749,0.197251,0.529901,0.272848,
ret222_od,good,,graded,bad,false,0.503099,0.496901,0.157161,0.345937,
ret222_os,good,,graded,usable,true,0.829918,0.170082,0.405029,0.424889,
ret223_od,good,,graded,bad,false,0.190177,0.809823,0.011403,0.178774,
ret223_os,good,,graded,bad,false,0.277298,0.722702,0.067210,0.210088,
ret224_od,good,,graded,bad,false,0.305731,0.694269,0.086244,0.219486,
ret224_os,good,,graded,bad,false,0.336421,0.663579,0.103791,0.232629,
ret225_od,good,,graded,bad,false,0.507674,0.492326,0.185029,0.322646,
ret225_os,good,,graded,bad,false,0.580407,0.419593,0.311925,0.268481,
ret227_od,good,,graded,usable,false,0.700684,0.299316,0.235601,0.465083,
ret227_os,good,,graded,good,true,0.928857,0.071143,0.543633,0.385224,
ret228_od,good,,graded,bad,false,0.444734,0.555266,0.082045,0.362689,
ret228_os,good,,graded,good,true,0.868050,0.131950,0.434995,0.433054,
ret229_od,good,,graded,bad,false,0.066821,0.933179,0.001115,0.065706,
