key,grade,readers,outcome,verdict,carried_by_its_pipeline,gradeable,note
train_dr_zju_146,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.231465,
train_dr_zju_147,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,,true,0.009872,
train_dr_zju_148,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.835669,
train_dr_zju_149,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.669343,
train_dr_zju_15,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,,true,0.014221,
train_dr_zju_150,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.878393,
train_dr_zju_16,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.824441,
train_dr_zju_17,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.583268,
train_dr_zju_18,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.226081,
train_dr_zju_19,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.066260,
train_dr_zju_2,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.563044,
train_dr_zju_20,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.195671,
train_dr_zju_21,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.841623,
train_dr_zju_22,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.862614,
train_dr_zju_23,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.590112,
train_dr_zju_24,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,,true,0.016868,
train_dr_zju_25,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.570277,
train_dr_zju_26,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.118091,
train_dr_zju_27,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,,true,0.004467,
train_dr_zju_28,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.257351,
train_dr_zju_29,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.074495,
train_dr_zju_3,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,,true,0.043445,
train_dr_zju_30,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.854875,
train_dr_zju_31,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.385454,
train_dr_zju_32,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.199230,
train_dr_zju_33,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,,true,0.056993,
train_dr_zju_34,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.343741,
train_dr_zju_35,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.208491,
train_dr_zju_36,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.079601,
train_dr_zju_38,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.961707,
train_dr_zju_39,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.828980,
train_dr_zju_4,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.904388,
train_dr_zju_40,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.926065,
train_dr_zju_41,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.831855,
train_dr_zju_42,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.500247,
train_dr_zju_43,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.516038,
train_dr_zju_44,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,,true,0.012023,
train_dr_zju_45,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.868957,
train_dr_zju_46,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.881129,
train_dr_zju_48,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.134673,
train_dr_zju_49,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.344249,
train_dr_zju_5,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,,true,0.020172,
train_dr_zju_50,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.326313,
train_dr_zju_51,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,,true,0.021210,
train_dr_zju_52,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.044461,
train_dr_zju_53,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,,true,0.014258,
train_dr_zju_54,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.265595,
train_dr_zju_56,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,,true,0.030250,
train_dr_zju_58,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.142232,
train_dr_zju_59,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.084187,
train_dr_zju_6,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.849640,
train_dr_zju_60,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.306117,
train_dr_zju_61,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.134710,
train_dr_zju_62,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.622646,
train_dr_zju_63,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.191329,
train_dr_zju_64,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,,true,0.053557,
train_dr_zju_65,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.091931,
train_dr_zju_66,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.810489,
train_dr_zju_67,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.808776,
train_dr_zju_68,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.775596,
train_dr_zju_69,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,,true,0.046605,
train_dr_zju_7,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.065777,
train_dr_zju_71,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.651962,
train_dr_zju_72,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.636681,
train_dr_zju_73,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.165993,
train_dr_zju_74,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.443998,
train_dr_zju_75,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.582122,
train_dr_zju_76,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,,true,0.043250,
train_dr_zju_77,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.078878,
train_dr_zju_78,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.193745,
train_dr_zju_8,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.545762,
train_dr_zju_80,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.712001,
train_dr_zju_81,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.798131,
train_dr_zju_83,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,,true,0.052579,
train_dr_zju_84,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,,true,0.074103,
train_dr_zju_85,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,,true,0.034027,
train_dr_zju_86,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,,true,0.031056,
train_dr_zju_87,bad,annotator1=bad;annotator2=bad;annotator3=bad,graded,,true,0.005505,
train_dr_zju_88,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.722493,
train_dr_zju_90,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.877494,
train_dr_zju_91,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.710695,
train_dr_zju_92,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.817626,
train_dr_zju_93,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.843810,
train_dr_zju_94,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.538267,
train_dr_zju_95,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.619316,
train_dr_zju_96,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.594782,
train_dr_zju_97,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.764321,
train_dr_zju_98,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.182158,
train_dr_zju_99,good,annotator1=good;annotator2=good;annotator3=good,graded,,true,0.669407,
train_glaucoma_1,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.144335,
train_glaucoma_10,good,annotator1=bad;annotator2=good;annotator3=good;consensus=good,graded,,true,0.356915,
train_glaucoma_11,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.009162,
train_glaucoma_12,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.004505,
train_glaucoma_13,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.075195,
train_glaucoma_14,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.003217,
train_glaucoma_15,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.022201,
train_glaucoma_16,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.022182,
train_glaucoma_17,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.003359,
train_glaucoma_18,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.005490,
train_glaucoma_19,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.002569,
train_glaucoma_2,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.006044,
train_glaucoma_20,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.008645,
train_glaucoma_21,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.009770,
train_glaucoma_22,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.005406,
train_glaucoma_23,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.009778,
train_glaucoma_24,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.007088,
train_glaucoma_25,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.019227,
train_glaucoma_26,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.191434,
train_glaucoma_27,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.004741,
train_glaucoma_28,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.003811,
train_glaucoma_29,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.004474,
train_glaucoma_3,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.003990,
train_glaucoma_30,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.054184,
train_glaucoma_31,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.005608,
train_glaucoma_32,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.003469,
train_glaucoma_33,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.004902,
train_glaucoma_34,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.001728,
train_glaucoma_35,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.004979,
train_glaucoma_36,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.004911,
train_glaucoma_37,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.010188,
train_glaucoma_38,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.005064,
train_glaucoma_39,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.000894,
train_glaucoma_4,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.006913,
train_glaucoma_40,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.001787,
train_glaucoma_41,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.010995,
train_glaucoma_5,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.014561,
train_glaucoma_6,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.011113,
train_glaucoma_7,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.032408,
train_glaucoma_8,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,,true,0.038623,
train_glaucoma_9,good,annotator1=bad;annotator2=bad;annotator3=good;consensus=good,graded,,true,0.277236,
train_healthy_1,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,true,0.963229,
train_healthy_10,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,true,0.808401,
train_healthy_11,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,true,0.822390,
train_healthy_12,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,true,0.540140,
train_healthy_13,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,true,0.469940,
train_healthy_14,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,true,0.895957,
train_healthy_15,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,true,0.861118,
train_healthy_16,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,true,0.936065,
train_healthy_17,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,true,0.914229,
train_healthy_18,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,true,0.944679,
train_healthy_19,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,true,0.900192,
train_healthy_2,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,true,0.867384,
train_healthy_20,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,true,0.790908,
train_healthy_21,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,true,0.954061,
train_healthy_3,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,true,0.787027,
train_healthy_4,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,true,0.563353,
train_healthy_5,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,true,0.652302,
train_healthy_6,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,true,0.504479,
train_healthy_7,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,true,0.925628,
train_healthy_8,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,true,0.591430,
train_healthy_9,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,,true,0.700855,
