key,grade,readers,outcome,verdict,carried_by_its_pipeline,gradeable,note
ret190_od,good,,graded,,true,0.926772,
ret190_os,good,,graded,,true,0.879532,
ret191_od,good,,graded,,true,0.640021,
ret191_os,good,,graded,,true,0.385013,
ret192_od,good,,graded,,true,0.561570,
ret192_os,good,,graded,,true,0.703914,
ret193_od,good,,graded,,true,0.084542,
ret193_os,good,,graded,,true,0.161586,
ret194_od,good,,graded,,true,0.855666,
ret194_os,good,,graded,,true,0.695457,
ret195_od,good,,graded,,true,0.248387,
ret195_os,good,,graded,,true,0.290807,
ret196_od,good,,graded,,true,0.821306,
ret196_os,good,,graded,,true,0.854290,
ret197_od,good,,graded,,true,0.643898,
ret197_os,good,,graded,,true,0.170820,
ret198_od,good,,graded,,true,0.397018,
ret198_os,good,,graded,,true,0.507985,
ret199_od,good,,graded,,true,0.556118,
ret199_os,good,,graded,,true,0.836995,
ret200_od,good,,graded,,true,0.523108,
ret200_os,good,,graded,,true,0.799840,
ret201_od,good,,graded,,true,0.899208,
ret201_os,good,,graded,,true,0.787402,
ret202_od,good,,graded,,true,0.463866,
ret202_os,good,,graded,,true,0.363815,
ret203_od,good,,graded,,true,0.672443,
ret203_os,good,,graded,,true,0.773775,
ret204_od,good,,graded,,true,0.697080,
ret204_os,good,,graded,,true,0.750416,
ret205_od,good,,graded,,true,0.163459,
ret205_os,good,,graded,,true,0.689220,
ret206_od,good,,graded,,true,0.156111,
ret206_os,good,,graded,,true,0.054363,
ret207_od,good,,graded,,true,0.490270,
ret207_os,good,,graded,,true,0.218665,
ret208_od,good,,graded,,true,0.781137,
ret208_os,good,,graded,,true,0.721541,
ret209_od,good,,graded,,true,0.307815,
ret209_os,good,,graded,,true,0.795185,
ret210_od,good,,graded,,true,0.830468,
ret210_os,good,,graded,,true,0.722663,
ret211_od,good,,graded,,true,0.134781,
ret211_os,good,,graded,,true,0.802875,
ret212_od,good,,graded,,true,0.237188,
ret212_os,good,,graded,,true,0.069620,
ret213_od,good,,graded,,true,0.267135,
ret213_os,good,,graded,,true,0.237849,
ret214_od,good,,graded,,true,0.288507,
ret214_os,good,,graded,,true,0.195515,
ret215_od,good,,graded,,true,0.630111,
ret215_os,good,,graded,,true,0.618698,
ret216_od,good,,graded,,true,0.813812,
ret216_os,good,,graded,,true,0.332574,
ret217_od,good,,graded,,true,0.025179,
ret217_os,good,,graded,,true,0.254764,
ret218_od,good,,graded,,true,0.827954,
ret218_os,good,,graded,,true,0.913433,
ret219_od,good,,graded,,true,0.791512,
ret219_os,good,,graded,,true,0.905238,
ret220_od,good,,graded,,true,0.074492,
ret220_os,good,,graded,,true,0.714015,
ret221_od,good,,graded,,true,0.969100,
ret221_os,good,,graded,,true,0.975423,
ret222_od,good,,graded,,true,0.635171,
ret222_os,good,,graded,,true,0.735646,
ret223_od,good,,graded,,true,0.365930,
ret223_os,good,,graded,,true,0.546960,
ret224_od,good,,graded,,true,0.489393,
ret224_os,good,,graded,,true,0.376967,
ret225_od,good,,graded,,true,0.364799,
ret225_os,good,,graded,,true,0.413101,
ret227_od,good,,graded,,true,0.708779,
ret227_os,good,,graded,,true,0.825897,
ret228_od,good,,graded,,true,0.516857,
ret228_os,good,,graded,,true,0.864346,
ret229_od,good,,graded,,true,0.143442,
ret229_os,good,,graded,,true,0.062745,
ret230_od,good,,graded,,true,0.709291,
ret230_os,good,,graded,,true,0.794800,
ret231_od,good,,graded,,true,0.940497,
ret231_os,good,,graded,,true,0.876310,
ret232_od,good,,graded,,true,0.476381,
ret232_os,good,,graded,,true,0.637522,
ret233_od,good,,graded,,true,0.621541,
ret233_os,good,,graded,,true,0.665815,
ret234_od,good,,graded,,true,0.869734,
ret234_os,good,,graded,,true,0.778868,
ret235_od,good,,graded,,true,0.552194,
ret235_os,good,,graded,,true,0.616900,
ret236_od,good,,graded,,true,0.726981,
ret236_os,good,,graded,,true,0.938464,
ret237_od,good,,graded,,true,0.803652,
ret237_os,good,,graded,,true,0.911472,
ret238_od,good,,graded,,true,0.205569,
ret238_os,good,,graded,,true,0.181835,
ret239_od,good,,graded,,true,0.463547,
ret239_os,good,,graded,,true,0.779846,
ret240_od,good,,graded,,true,0.895561,
ret240_os,good,,graded,,true,0.684893,
ret241_od,good,,graded,,true,0.871875,
ret241_os,good,,graded,,true,0.934711,
ret242_od,good,,graded,,true,0.734711,
ret242_os,good,,graded,,true,0.679739,
ret243_od,good,,graded,,true,0.589444,
ret243_os,good,,graded,,true,0.676453,
ret244_od,good,,graded,,true,0.741483,
ret244_os,good,,graded,,true,0.860619,
ret245_od,good,,graded,,true,0.803234,
ret245_os,good,,graded,,true,0.829589,
ret246_od,good,,graded,,true,0.108519,
ret246_os,good,,graded,,true,0.533626,
ret248_od,good,,graded,,true,0.763782,
ret248_os,good,,graded,,true,0.509214,
ret249_od,good,,graded,,true,0.546599,
ret249_os,good,,graded,,true,0.338079,
ret250_od,good,,graded,,true,0.421155,
ret250_os,good,,graded,,true,0.243811,
ret251_od,good,,graded,,true,0.624361,
ret251_os,good,,graded,,true,0.777111,
ret252_od,good,,graded,,true,0.577773,
ret252_os,good,,graded,,true,0.454874,
ret253_od,good,,graded,,true,0.632437,
ret253_os,good,,graded,,true,0.562456,
ret254_od,good,,graded,,true,0.245455,
ret254_os,good,,graded,,true,0.460579,
ret255_od,good,,graded,,true,0.575415,
ret255_os,good,,graded,,true,0.121155,
ret256_od,good,,graded,,true,0.200548,
ret256_os,good,,graded,,true,0.650402,
ret257_od,good,,graded,,true,0.926971,
ret257_os,good,,graded,,true,0.908646,
ret258_od,good,,graded,,true,0.722792,
ret258_os,good,,graded,,true,0.655629,
ret259_od,good,,graded,,true,0.172329,
ret259_os,good,,graded,,true,0.121329,
ret260_od,good,,graded,,true,0.874516,
ret260_os,good,,graded,,true,0.901480,
ret261_od,good,,graded,,true,0.521070,
ret261_os,good,,graded,,true,0.477151,
ret262_od,good,,graded,,true,0.107000,
ret262_os,good,,graded,,true,0.570920,
ret264_od,good,,graded,,true,0.781139,
ret264_os,good,,graded,,true,0.864867,
ret265_od,good,,graded,,true,0.340209,
ret265_os,good,,graded,,true,0.814160,
ret266_od,good,,graded,,true,0.527771,
ret266_os,good,,graded,,true,0.808852,
ret267_od,good,,graded,,true,0.105466,
ret267_os,good,,graded,,true,0.573152,
ret268_od,good,,graded,,true,0.159713,
ret268_os,good,,graded,,true,0.272872,
ret269_od,good,,graded,,true,0.585063,
ret269_os,good,,graded,,true,0.727316,
ret270_od,good,,graded,,true,0.845957,
ret270_os,good,,graded,,true,0.642591,
ret271_od,good,,graded,,true,0.119450,
ret271_os,good,,graded,,true,0.120865,
ret272_od,good,,graded,,true,0.045413,
ret272_os,good,,graded,,true,0.394736,
ret273_od,good,,graded,,true,0.805843,
ret273_os,good,,graded,,true,0.831057,
ret274_od,good,,graded,,true,0.852878,
ret274_os,good,,graded,,true,0.757996,
ret275_od,good,,graded,,true,0.065145,
ret275_os,good,,graded,,true,0.234995,
ret276_od,good,,graded,,true,0.826880,
ret276_os,good,,graded,,true,0.562930,
ret277_od,good,,graded,,true,0.490416,
ret277_os,good,,graded,,true,0.608812,
ret280_od,good,,graded,,true,0.094084,
ret280_os,good,,graded,,true,0.451588,
ret281_od,good,,graded,,true,0.866873,
ret281_os,good,,graded,,true,0.913197,
ret282_od,good,,graded,,true,0.243978,
ret282_os,good,,graded,,true,0.344149,
ret283_od,good,,graded,,true,0.616494,
ret283_os,good,,graded,,true,0.236054,
ret284_od,good,,graded,,true,0.908930,
ret284_os,good,,graded,,true,0.920419,
ret285_od,good,,graded,,true,0.645582,
ret285_os,good,,graded,,true,0.785806,
ret286_od,good,,graded,,true,0.924712,
ret286_os,good,,graded,,true,0.893116,
ret287_od,good,,graded,,true,0.906620,
ret287_os,good,,graded,,true,0.809712,
ret288_od,good,,graded,,true,0.604610,
ret288_os,good,,graded,,true,0.936455,
ret289_od,good,,graded,,true,0.459027,
ret289_os,good,,graded,,true,0.859928,
ret290_od,good,,graded,,true,0.648204,
ret290_os,good,,graded,,true,0.525238,
ret291_od,good,,graded,,true,0.617865,
ret291_os,good,,graded,,true,0.816137,
ret292_od,good,,graded,,true,0.672507,
ret292_os,good,,graded,,true,0.757455,
ret293_od,good,,graded,,true,0.852676,
ret293_os,good,,graded,,true,0.802128,
