key,grade,readers,outcome,verdict,carried_by_its_pipeline,gradeable,bad,good,usable,note
train_local1_135,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.001503,0.998497,0.000001,0.001502,
train_local1_136,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.001857,0.998143,0.000003,0.001854,
train_local1_137,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.003021,0.996979,0.000006,0.003015,
train_local1_138,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.001426,0.998574,0.000001,0.001425,
train_local1_139,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.016889,0.983111,0.000105,0.016783,
train_local1_14,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.997157,0.002843,0.859683,0.137474,
train_local1_140,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,,0.612235,0.387765,0.154905,0.457330,
train_local1_141,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.482523,0.517477,0.005908,0.476615,
train_local1_142,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.206045,0.793955,0.002130,0.203915,
train_local1_143,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.101238,0.898762,0.001748,0.099490,
train_local1_144,bad,annotator1=bad;annotator2=good;annotator3=bad;consensus=bad,graded,bad,,0.091865,0.908135,0.007048,0.084817,
train_local1_145,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.473658,0.526342,0.060146,0.413512,
train_local1_146,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.004575,0.995425,0.000051,0.004525,
train_local1_147,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.011305,0.988695,0.000010,0.011295,
train_local1_148,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.006082,0.993918,0.000175,0.005907,
train_local1_149,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.000695,0.999305,0.000000,0.000695,
train_local1_15,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.999113,0.000887,0.870519,0.128594,
train_local1_150,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.012141,0.987859,0.000007,0.012135,
train_local1_151,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.006689,0.993311,0.000001,0.006688,
train_local1_152,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.001482,0.998518,0.000000,0.001481,
train_local1_153,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.014532,0.985468,0.000131,0.014401,
train_local1_154,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.314773,0.685227,0.007989,0.306784,
train_local1_155,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.004245,0.995755,0.000003,0.004242,
train_local1_156,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.023918,0.976082,0.000180,0.023738,
train_local1_157,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.001225,0.998775,0.000000,0.001225,
train_local1_158,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.032666,0.967334,0.000056,0.032610,
train_local1_159,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.059753,0.940247,0.000730,0.059023,
train_local1_16,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,usable,,0.708678,0.291322,0.007717,0.700962,
train_local1_17,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.999371,0.000629,0.899987,0.099384,
train_local1_18,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.999856,0.000144,0.960976,0.038881,
train_local1_19,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,,0.977445,0.022555,0.058202,0.919243,
train_local1_2,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,,0.965341,0.034659,0.298669,0.666672,
train_local1_20,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,,0.983531,0.016469,0.271074,0.712457,
train_local1_21,good,annotator1=good;annotator2=bad;annotator3=bad;consensus=good,graded,usable,,0.566110,0.433890,0.016734,0.549376,
train_local1_22,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,,0.829044,0.170956,0.142903,0.686141,
train_local1_23,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.991816,0.008184,0.911236,0.080580,
train_local1_24,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.997791,0.002209,0.822067,0.175724,
train_local1_25,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,,0.985384,0.014616,0.438465,0.546919,
train_local1_26,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.985313,0.014687,0.653937,0.331376,
train_local1_27,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.994572,0.005428,0.709474,0.285098,
train_local1_28,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,usable,,0.544720,0.455280,0.033353,0.511368,
train_local1_29,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.999813,0.000187,0.957052,0.042761,
train_local1_3,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.983775,0.016225,0.813000,0.170775,
train_local1_30,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.924398,0.075602,0.645654,0.278744,
train_local1_31,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.999896,0.000104,0.989971,0.009925,
train_local1_32,good,annotator1=good;annotator2=bad;annotator3=good;consensus=good,graded,usable,,0.544117,0.455883,0.034228,0.509889,
train_local1_33,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,,0.901005,0.098995,0.296658,0.604347,
train_local1_34,good,annotator1=good;annotator2=bad;annotator3=good;consensus=good,graded,usable,,0.591537,0.408463,0.049745,0.541792,
train_local1_35,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,bad,,0.038520,0.961480,0.026277,0.012243,
train_local1_36,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.019184,0.980816,0.002590,0.016595,
train_local1_37,good,annotator1=good;annotator2=bad;annotator3=bad;consensus=good,graded,bad,,0.010282,0.989718,0.000392,0.009890,
train_local1_38,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,bad,,0.011319,0.988681,0.002167,0.009153,
train_local1_39,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,bad,,0.044901,0.955099,0.010766,0.034135,
train_local1_4,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,,0.962630,0.037370,0.200180,0.762450,
train_local1_40,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,bad,,0.322145,0.677855,0.301312,0.020833,
train_local1_41,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,bad,,0.054959,0.945041,0.030319,0.024641,
train_local1_42,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,bad,,0.017821,0.982179,0.007400,0.010420,
train_local1_43,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,bad,,0.411694,0.588306,0.376547,0.035147,
train_local1_44,good,annotator1=good;annotator2=bad;annotator3=good;consensus=good,graded,bad,,0.021059,0.978941,0.017604,0.003454,
train_local1_45,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,bad,,0.011425,0.988575,0.010720,0.000705,
train_local1_46,bad,annotator1=bad;annotator2=bad;annotator3=good;consensus=bad,graded,usable,,0.762517,0.237483,0.029086,0.733432,
train_local1_47,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.001795,0.998205,0.000008,0.001787,
train_local1_48,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.049871,0.950129,0.000757,0.049114,
train_local1_49,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.002013,0.997987,0.000001,0.002012,
train_local1_5,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,,0.978558,0.021442,0.269249,0.709309,
train_local1_50,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.003427,0.996573,0.000140,0.003287,
train_local1_51,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.058981,0.941019,0.003191,0.055790,
train_local1_52,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.007502,0.992498,0.000197,0.007305,
train_local1_53,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.041519,0.958481,0.000183,0.041336,
train_local1_54,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.119825,0.880175,0.000480,0.119345,
train_local1_55,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.001042,0.998958,0.000003,0.001040,
train_local1_56,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.003151,0.996849,0.000002,0.003149,
train_local1_57,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.000956,0.999044,0.000001,0.000955,
train_local1_58,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.001770,0.998230,0.000000,0.001770,
train_local1_59,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.000085,0.999915,0.000000,0.000085,
train_local1_6,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.999813,0.000187,0.913318,0.086495,
train_local1_60,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.009199,0.990801,0.000002,0.009197,
train_local1_61,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.032496,0.967504,0.000190,0.032306,
train_local1_62,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.000716,0.999284,0.000001,0.000715,
train_local1_63,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.001065,0.998935,0.000000,0.001065,
train_local1_64,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.001623,0.998377,0.000001,0.001622,
train_local1_65,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.000631,0.999369,0.000080,0.000551,
train_local1_66,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.001148,0.998852,0.000001,0.001147,
train_local1_67,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,usable,,0.852574,0.147426,0.005765,0.846809,
train_local1_68,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.228972,0.771028,0.001155,0.227817,
train_local1_69,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.396215,0.603785,0.003220,0.392996,
train_local1_7,good,annotator1=good;annotator2=bad;annotator3=good;consensus=good,graded,usable,,0.607865,0.392135,0.122668,0.485197,
train_local1_70,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,usable,,0.836200,0.163800,0.080348,0.755852,
train_local1_71,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.002999,0.997001,0.000003,0.002996,
train_local1_72,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.049494,0.950506,0.000053,0.049441,
train_local1_73,good,annotator1=bad;annotator2=good;annotator3=bad;consensus=good,graded,usable,,0.914265,0.085735,0.307779,0.606485,
train_local1_74,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.018070,0.981930,0.000166,0.017905,
train_local1_75,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.000948,0.999052,0.000000,0.000947,
train_local1_76,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.002183,0.997817,0.000002,0.002181,
train_local1_77,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.002733,0.997267,0.000001,0.002732,
train_local1_78,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.002868,0.997132,0.000003,0.002865,
train_local1_79,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.001457,0.998543,0.000001,0.001457,
train_local1_8,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.943997,0.056003,0.554803,0.389193,
train_local1_80,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.000095,0.999905,0.000000,0.000095,
train_local1_81,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.000203,0.999797,0.000000,0.000203,
train_local1_82,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.052514,0.947486,0.000367,0.052147,
train_local1_83,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.006558,0.993442,0.000003,0.006555,
train_local1_84,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.091983,0.908017,0.002527,0.089456,
train_local1_85,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.251826,0.748174,0.000402,0.251424,
train_local1_86,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.134929,0.865071,0.000983,0.133946,
train_local1_87,bad,annotator1=bad;annotator2=bad;annotator3=good;consensus=bad,graded,good,,0.726886,0.273114,0.533730,0.193156,
train_local1_88,bad,annotator1=bad;annotator2=bad;annotator3=good;consensus=bad,graded,bad,,0.212150,0.787850,0.108744,0.103406,
train_local1_89,bad,annotator1=bad;annotator2=bad;annotator3=good;consensus=bad,graded,good,,0.999928,0.000072,0.972217,0.027711,
train_local1_9,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,,0.694443,0.305557,0.198172,0.496271,
train_local1_90,bad,annotator1=bad;annotator2=bad;annotator3=good;consensus=bad,graded,good,,0.994962,0.005038,0.848037,0.146925,
train_local1_91,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.139744,0.860256,0.003638,0.136106,
train_local1_92,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.377415,0.622585,0.002517,0.374899,
train_local1_93,bad,annotator1=bad;annotator2=bad;annotator3=good;consensus=bad,graded,bad,,0.041086,0.958914,0.022603,0.018483,
train_local1_94,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.167853,0.832147,0.015964,0.151889,
train_local1_95,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,usable,,0.840053,0.159947,0.075904,0.764149,
train_local1_96,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.321967,0.678033,0.010957,0.311010,
train_local1_97,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.195586,0.804414,0.018360,0.177226,
train_local1_98,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,usable,,0.849692,0.150308,0.026442,0.823249,
train_local1_99,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.095831,0.904169,0.000308,0.095524,
train_local2_1,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.999755,0.000245,0.976784,0.022971,
train_local2_10,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.985713,0.014287,0.804647,0.181065,
train_local2_11,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,,0.963773,0.036227,0.432098,0.531674,
train_local2_12,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.960458,0.039542,0.748137,0.212322,
train_local2_13,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,bad,,0.594712,0.405288,0.338165,0.256547,
train_local2_14,good,annotator1=bad;annotator2=good;annotator3=good;consensus=good,graded,bad,,0.035399,0.964601,0.007111,0.028288,
train_local2_15,good,annotator1=good;annotator2=bad;annotator3=bad;consensus=good,graded,bad,,0.014846,0.985154,0.000724,0.014122,
train_local2_16,good,annotator1=good;annotator2=bad;annotator3=good;consensus=good,graded,usable,,0.976554,0.023446,0.152128,0.824426,
train_local2_17,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.999270,0.000730,0.879831,0.119440,
train_local2_18,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.959361,0.040639,0.931161,0.028200,
train_local2_19,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.982786,0.017214,0.949596,0.033190,
train_local2_2,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.998652,0.001348,0.820693,0.177959,
train_local2_20,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.999607,0.000393,0.947827,0.051780,
train_local2_21,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.760623,0.239377,0.504899,0.255724,
train_local2_22,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.017147,0.982853,0.000047,0.017100,
train_local2_23,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.014934,0.985066,0.003818,0.011116,
train_local2_24,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.998502,0.001498,0.914866,0.083636,
train_local2_25,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.999932,0.000068,0.991417,0.008515,
train_local2_26,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.995024,0.004976,0.967823,0.027201,
train_local2_27,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.997385,0.002615,0.940552,0.056833,
train_local2_28,good,annotator1=good;annotator2=good;annotator3=bad;consensus=good,graded,good,,0.883319,0.116681,0.604648,0.278672,
train_local2_29,good,annotator1=good;annotator2=bad;annotator3=good;consensus=good,graded,bad,,0.245539,0.754462,0.035614,0.209924,
train_local2_3,good,annotator1=good;annotator2=bad;annotator3=bad;consensus=good,graded,usable,,0.683813,0.316187,0.143611,0.540202,
train_local2_30,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,usable,,0.952197,0.047803,0.239625,0.712572,
train_local2_31,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.005680,0.994320,0.000213,0.005468,
train_local2_32,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.029037,0.970963,0.001542,0.027495,
train_local2_33,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.007364,0.992636,0.000005,0.007359,
train_local2_34,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.000593,0.999407,0.000000,0.000593,
train_local2_35,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.073543,0.926457,0.000576,0.072967,
train_local2_36,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.000240,0.999760,0.000000,0.000240,
train_local2_37,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.001245,0.998755,0.000000,0.001245,
train_local2_38,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.003682,0.996318,0.000005,0.003677,
train_local2_39,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.002069,0.997931,0.000002,0.002067,
train_local2_4,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.088698,0.911302,0.000545,0.088153,
train_local2_40,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.001213,0.998787,0.000001,0.001212,
train_local2_41,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.000622,0.999378,0.000000,0.000622,
train_local2_42,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.001099,0.998901,0.000000,0.001099,
train_local2_43,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.000154,0.999846,0.000000,0.000154,
train_local2_44,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.001794,0.998206,0.000000,0.001794,
train_local2_45,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.053450,0.946550,0.000088,0.053362,
train_local2_46,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.069905,0.930095,0.000182,0.069723,
train_local2_47,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.011873,0.988127,0.000008,0.011866,
train_local2_48,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.000535,0.999466,0.000000,0.000534,
train_local2_49,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.000494,0.999506,0.000000,0.000494,
train_local2_5,good,annotator1=good;annotator2=good;annotator3=good;consensus=good,graded,good,,0.999743,0.000257,0.966758,0.032985,
train_local2_50,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.001895,0.998105,0.000169,0.001726,
train_local2_51,bad,annotator1=bad;annotator2=bad;annotator3=bad;consensus=bad,graded,bad,,0.001870,0.998130,0.000000,0.001870,
