key,grade,readers,outcome,verdict,carried_by_its_pipeline,gradeable,bad,good,usable,note
train_349_g,usable,,graded,usable,,0.996170,0.003829,0.463436,0.532734,
train_34_a,good,,graded,good,,0.995712,0.004288,0.608949,0.386763,
train_350_g,good,,graded,good,,0.990579,0.009421,0.662394,0.328185,
train_351_g,good,,graded,good,,0.999966,0.000034,0.939735,0.060231,
train_352_g,usable,,graded,usable,,0.533248,0.466752,0.004361,0.528887,
train_353_g,bad,,graded,bad,,0.043929,0.956071,0.000024,0.043905,
train_354_g,usable,,graded,usable,,0.964352,0.035648,0.127247,0.837105,
train_355_g,usable,,graded,usable,,0.973921,0.026079,0.024312,0.949609,
train_356_g,good,,graded,good,,0.999995,0.000005,0.989920,0.010075,
train_357_g,good,,graded,good,,0.999989,0.000011,0.984715,0.015274,
train_358_g,good,,graded,good,,1.000000,0.000000,0.998585,0.001415,
train_359_g,good,,graded,good,,0.999999,0.000000,0.999020,0.000980,
train_35_a,good,,graded,good,,0.999365,0.000635,0.850071,0.149294,
train_360_g,bad,,graded,bad,,0.001065,0.998935,0.000000,0.001065,
train_361_g,bad,,graded,bad,,0.000056,0.999944,0.000000,0.000056,
train_362_g,usable,,graded,usable,,0.530271,0.469729,0.008412,0.521859,
train_363_g,bad,,graded,bad,,0.049743,0.950257,0.000028,0.049715,
train_364_g,bad,,graded,bad,,0.004743,0.995257,0.000001,0.004742,
train_365_g,usable,,graded,usable,,0.774676,0.225324,0.005862,0.768814,
train_366_g,bad,,graded,bad,,0.103555,0.896445,0.000105,0.103449,
train_367_g,good,,graded,good,,0.998967,0.001033,0.935578,0.063390,
train_368_g,usable,,graded,good,,0.863940,0.136060,0.607022,0.256918,
train_369_g,usable,,graded,good,,0.999610,0.000390,0.729769,0.269841,
train_36_a,good,,graded,good,,0.994886,0.005114,0.550768,0.444119,
train_370_g,usable,,graded,good,,0.999245,0.000755,0.693406,0.305839,
train_371_g,bad,,graded,usable,,0.810856,0.189144,0.003331,0.807525,
train_372_g,usable,,graded,usable,,0.999226,0.000774,0.465316,0.533911,
train_373_g,bad,,graded,bad,,0.000145,0.999855,0.000000,0.000145,
train_374_g,usable,,graded,usable,,0.986620,0.013380,0.014674,0.971946,
train_375_g,usable,,graded,usable,,0.643504,0.356496,0.001653,0.641850,
train_376_g,good,,graded,good,,0.998105,0.001895,0.775895,0.222210,
train_377_g,usable,,graded,good,,0.999776,0.000224,0.868639,0.131137,
train_378_g,good,,graded,good,,0.999746,0.000255,0.870003,0.129742,
train_379_g,usable,,graded,usable,,0.902088,0.097912,0.035813,0.866275,
train_37_a,good,,graded,good,,0.999970,0.000030,0.978956,0.021015,
train_380_g,bad,,graded,bad,,0.009671,0.990329,0.000001,0.009670,
train_381_g,bad,,graded,usable,,0.610168,0.389832,0.023278,0.586890,
train_382_g,bad,,graded,usable,,0.959911,0.040089,0.089045,0.870866,
train_383_g,good,,graded,good,,0.999997,0.000003,0.993917,0.006080,
train_384_g,bad,,graded,bad,,0.002744,0.997256,0.000000,0.002744,
train_385_g,bad,,graded,bad,,0.039414,0.960586,0.000008,0.039406,
train_386_g,good,,graded,good,,0.999631,0.000369,0.809190,0.190440,
train_387_g,good,,graded,usable,,0.943692,0.056308,0.282365,0.661327,
train_388_g,good,,graded,usable,,0.947847,0.052153,0.319660,0.628187,
train_389_g,good,,graded,good,,0.999992,0.000008,0.973564,0.026428,
train_38_a,good,,graded,usable,,0.989496,0.010504,0.468011,0.521485,
train_390_g,good,,graded,good,,0.999832,0.000168,0.952478,0.047355,
train_391_g,usable,,graded,usable,,0.981569,0.018431,0.341701,0.639868,
train_392_g,good,,graded,good,,0.999807,0.000192,0.946871,0.052936,
train_393_g,usable,,graded,usable,,0.675190,0.324810,0.015689,0.659501,
train_394_g,bad,,graded,bad,,0.143370,0.856630,0.001677,0.141693,
train_395_g,usable,,graded,usable,,0.944483,0.055517,0.030989,0.913495,
train_396_g,good,,graded,good,,0.967751,0.032249,0.713998,0.253753,
train_397_g,good,,graded,good,,0.999986,0.000014,0.984175,0.015812,
train_398_g,good,,graded,good,,0.999877,0.000123,0.850824,0.149053,
train_399_g,usable,,graded,bad,,0.502988,0.497012,0.034870,0.468119,
train_39_a,good,,graded,good,,0.998768,0.001232,0.575177,0.423591,
train_3_a,good,,graded,good,,0.999984,0.000016,0.987960,0.012024,
train_400_g,bad,,graded,bad,,0.346653,0.653347,0.002386,0.344267,
train_401_g,bad,,graded,bad,,0.005074,0.994926,0.000001,0.005073,
train_402_g,good,,graded,good,,0.723087,0.276913,0.647762,0.075325,
train_403_g,good,,graded,good,,0.999996,0.000004,0.996075,0.003921,
train_404_g,bad,,graded,bad,,0.032125,0.967875,0.000278,0.031847,
train_405_g,bad,,graded,usable,,0.799123,0.200877,0.002800,0.796322,
train_406_g,bad,,graded,usable,,0.774890,0.225110,0.007447,0.767443,
train_407_g,good,,graded,usable,,0.991086,0.008914,0.402816,0.588270,
train_408_g,good,,graded,good,,0.999951,0.000049,0.982555,0.017396,
train_409_g,good,,graded,good,,0.999969,0.000031,0.975170,0.024799,
train_40_a,good,,graded,usable,,0.992799,0.007201,0.376657,0.616142,
train_410_g,bad,,graded,usable,,0.889673,0.110327,0.003608,0.886065,
train_411_g,good,,graded,usable,,0.998320,0.001680,0.139367,0.858953,
train_412_g,good,,graded,good,,0.999993,0.000007,0.994736,0.005257,
train_413_g,good,,graded,good,,0.947543,0.052457,0.732928,0.214615,
train_414_g,good,,graded,usable,,0.850392,0.149608,0.023560,0.826832,
train_415_g,usable,,graded,usable,,0.982588,0.017412,0.067568,0.915020,
train_416_g,bad,,graded,bad,,0.011207,0.988793,0.000003,0.011204,
train_417_g,good,,graded,good,,0.999952,0.000048,0.923004,0.076947,
train_418_g,good,,graded,good,,0.999997,0.000003,0.992502,0.007495,
train_419_g,good,,graded,good,,0.999998,0.000002,0.997530,0.002468,
train_41_a,good,,graded,good,,0.996285,0.003715,0.761803,0.234482,
train_420_g,good,,graded,good,,0.999625,0.000375,0.865428,0.134197,
train_421_g,good,,graded,good,,0.999997,0.000003,0.995494,0.004503,
train_422_g,good,,graded,good,,0.999996,0.000004,0.991958,0.008038,
train_423_g,good,,graded,good,,0.999993,0.000007,0.985321,0.014672,
train_424_g,good,,graded,good,,0.999997,0.000003,0.992964,0.007033,
train_425_g,good,,graded,good,,0.934186,0.065814,0.596227,0.337959,
train_426_g,good,,graded,good,,0.996966,0.003034,0.934857,0.062109,
train_427_g,usable,,graded,usable,,0.932792,0.067209,0.004820,0.927972,
train_428_g,good,,graded,usable,,0.998659,0.001340,0.495821,0.502839,
train_429_g,good,,graded,usable,,0.997198,0.002802,0.319767,0.677431,
train_42_a,good,,graded,good,,0.999997,0.000003,0.994473,0.005523,
train_430_g,good,,graded,usable,,0.994536,0.005464,0.403388,0.591149,
train_431_g,good,,graded,good,,0.999830,0.000170,0.798700,0.201130,
train_432_g,good,,graded,good,,0.999819,0.000181,0.915294,0.084525,
train_433_g,good,,graded,good,,0.999803,0.000197,0.906488,0.093314,
train_434_g,bad,,graded,usable,,0.590600,0.409400,0.002751,0.587848,
train_435_g,good,,graded,good,,0.999998,0.000002,0.993484,0.006514,
train_436_g,good,,graded,good,,0.999997,0.000003,0.996510,0.003487,
train_437_g,good,,graded,good,,0.999940,0.000060,0.987385,0.012555,
train_438_g,bad,,graded,usable,,0.692593,0.307407,0.001756,0.690837,
train_439_g,usable,,graded,usable,,0.582975,0.417025,0.003086,0.579889,
train_43_a,good,,graded,good,,0.999783,0.000217,0.929934,0.069850,
train_440_g,good,,graded,good,,0.999614,0.000386,0.784907,0.214708,
